,player_id,perf_date,season,latest,player_url,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_id,league_level,club_team_id,club_position,club_jersey_number,club_loaned_from,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,best_position,2nd_position,value_million_eur
147814,231436,2022-09-26 00:00:00,2022.0,True,/player/231436/grady-diangana/230002,"LM, ST, RM",70,76,2500000.0,16000.0,24,180,73,14.0,2.0,109.0,LM,11.0,,Left,3,4,1,High/Medium,Lean (170-185),5300000.0,,"Flair, Technical Dribbler (AI)",83.0,60.0,63.0,73.0,27.0,57.0,67,62,37,66,48,74,53,49,53,72,87,79,78,67,79,55,52,66,56,63,48,27,64,67,50,60.0,26,26,23,9,13,11,5,7,,63+2,63+2,63+2,70,68,68,68,70,69+2,69+2,69+2,69+2,62+2,62+2,62+2,69+2,53+2,48+2,48+2,48+2,53+2,49+2,39+2,39+2,39+2,49+2,15+2,https://cdn.sofifa.net/players/231/436/23_120.png,LM, ST,2.5
147829,232755,2022-09-26 00:00:00,2022.0,True,/player/232755/jay-dasilva/230002,"LB, LWB, RM",70,75,2200000.0,15000.0,24,170,64,14.0,2.0,1919.0,LWB,3.0,,Left,3,3,1,Medium/Medium,Normal (170-),4300000.0,,"Injury Prone, Speed Dribbler (AI)",85.0,40.0,62.0,72.0,65.0,57.0,66,35,51,68,34,71,69,59,49,70,89,81,85,64,84,50,71,67,49,38,62,67,58,54,43,65.0,65,69,67,13,15,12,8,5,,56+2,56+2,56+2,65,62,62,62,65,63+2,63+2,63+2,66+2,61+2,61+2,61+2,66+2,69+2,64+2,64+2,64+2,69+2,68+2,64+2,64+2,64+2,68+2,16+2,https://cdn.sofifa.net/players/232/755/23_120.png,LB, LWB,2.2
147830,232759,2022-09-26 00:00:00,2022.0,True,/player/232759/josh-tymon/230002,"LWB, LB",70,77,3000000.0,13000.0,23,180,75,14.0,2.0,1806.0,SUB,14.0,,Left,3,2,1,Medium/Medium,Normal (170-185),6300000.0,,Early Crosser,75.0,52.0,67.0,66.0,62.0,70.0,74,48,56,65,37,66,72,57,65,65,75,75,67,64,70,66,68,80,66,54,70,64,55,66,40,60.0,63,64,59,13,13,9,12,11,,60+2,60+2,60+2,64,62,62,62,64,63+2,63+2,63+2,66+2,65+2,65+2,65+2,66+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,18+2,https://cdn.sofifa.net/players/232/759/23_120.png,LWB, LB,3.0
147838,233105,2022-09-26 00:00:00,2022.0,True,/player/233105/kenny-dougall/230002,"CDM, CM",70,70,1400000.0,8000.0,29,182,79,14.0,2.0,1926.0,CM,12.0,,Right,4,3,1,Medium/High,Normal (170-185),2600000.0,,,70.0,51.0,63.0,66.0,68.0,73.0,56,45,63,70,37,66,46,51,66,65,72,69,70,68,69,59,76,77,71,55,74,68,59,63,53,61.0,65,71,69,15,9,10,10,9,,60+2,60+2,60+2,63,63,63,63,63,64+2,64+2,64+2,65+2,66+2,66+2,66+2,65+2,68+2,69+1,69+1,69+1,68+2,68+2,69+1,69+1,69+1,68+2,17+2,https://cdn.sofifa.net/players/233/105/23_120.png,CDM, CM,1.4
147843,233484,2022-09-26 00:00:00,2022.0,True,/player/233484/allan-campbell/230002,"CM, CDM",70,76,2500000.0,16000.0,23,175,74,14.0,2.0,1923.0,CDM,22.0,,Right,3,2,1,High/High,Normal (170-185),5300000.0,,"Solid Player, Playmaker (AI)",75.0,63.0,65.0,69.0,70.0,77.0,55,63,65,70,55,66,62,57,69,69,74,75,71,70,80,65,66,84,74,65,77,69,68,68,55,73.0,70,72,67,13,14,8,15,7,,67+2,67+2,67+2,67,68,68,68,67,68+2,68+2,68+2,68+2,70+2,70+2,70+2,68+2,70+2,71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,70+2,18+2,https://cdn.sofifa.net/players/233/484/23_120.png,CM, CDM,2.5
147844,233510,2022-09-26 00:00:00,2022.0,True,/player/233510/tahith-chong/230002,"LM, CAM, RW",70,78,3600000.0,16000.0,22,185,75,14.0,2.0,88.0,LCM,18.0,,Left,3,4,1,High/High,Lean (185+),7600000.0,,"Flair, Playmaker (AI), Technical Dribbler (AI)",80.0,64.0,68.0,69.0,45.0,62.0,69,62,46,67,59,72,68,62,67,70,78,81,74,56,56,73,55,65,59,62,65,42,67,69,51,58.0,43,48,43,13,7,14,8,11,,65+2,65+2,65+2,69,68,68,68,69,68+2,68+2,68+2,69+2,65+2,65+2,65+2,69+2,59+2,57+2,57+2,57+2,59+2,57+2,51+2,51+2,51+2,57+2,15+2,https://cdn.sofifa.net/players/233/510/23_120.png,LM, CAM,3.6
147855,234087,2022-09-26 00:00:00,2022.0,True,/player/234087/callum-styles/230002,"LWB, CM, RM",70,78,3400000.0,6000.0,22,170,60,14.0,2.0,97.0,SUB,17.0,Barnsley,Left,4,3,1,Medium/Medium,Normal (170-),,,"Solid Player, Dives Into Tackles (AI), Team Player",69.0,62.0,64.0,71.0,64.0,67.0,60,63,44,67,61,68,52,58,65,70,68,69,83,69,89,60,64,87,57,65,66,68,63,66,49,64.0,63,69,64,10,15,12,5,7,,63+2,63+2,63+2,67,66,66,66,67,67+2,67+2,67+2,67+2,68+2,68+2,68+2,67+2,68+2,68+2,68+2,68+2,68+2,67+2,63+2,63+2,63+2,67+2,16+2,https://cdn.sofifa.net/players/234/087/23_120.png,LWB, CM,3.4
147866,234803,2022-09-26 00:00:00,2022.0,True,/player/234803/nathan-baxter/230002,GK,70,77,2700000.0,27000.0,23,189,88,14.0,2.0,1952.0,SUB,13.0,Chelsea,Right,2,1,1,Medium/Medium,Normal (185+),,,,,,,,,,14,11,13,30,10,14,12,14,31,31,37,46,28,58,31,50,60,31,52,12,25,12,7,46,11,42.0,12,13,12,70,69,66,72,70,41.0,26+2,26+2,26+2,26,28,28,28,26,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,24+2,26+2,26+2,26+2,24+2,24+2,23+2,23+2,23+2,24+2,69+2,https://cdn.sofifa.net/players/234/803/23_120.png,GK,,2.7
147872,235156,2022-09-26 00:00:00,2022.0,True,/player/235156/jimmy-dunne/230002,CB,70,75,2200000.0,15000.0,24,188,75,14.0,2.0,15.0,LCB,3.0,,Right,4,2,1,Medium/High,Lean (185+),4300000.0,,Long Passer (AI),54.0,37.0,50.0,55.0,71.0,68.0,40,40,73,65,34,46,31,28,62,67,53,54,50,68,56,44,80,59,74,28,61,69,30,37,35,68.0,71,73,69,8,13,14,6,14,,51+2,51+2,51+2,49,50,50,50,49,51+2,51+2,51+2,52+2,56+2,56+2,56+2,52+2,62+2,66+2,66+2,66+2,62+2,64+2,70+2,70+2,70+2,64+2,17+2,https://cdn.sofifa.net/players/235/156/23_120.png,CB,,2.2
147879,235755,2022-09-26 00:00:00,2022.0,True,/player/235755/auston-trusty/230002,"CB, LB",70,76,2300000.0,29000.0,23,191,85,14.0,2.0,88.0,LCB,5.0,Arsenal,Left,3,2,1,Low/High,Lean (185+),,,,78.0,40.0,49.0,59.0,69.0,80.0,36,29,65,65,32,59,46,29,63,60,76,79,57,69,50,54,82,78,84,49,70,69,34,29,52,62.0,70,70,67,13,14,11,10,12,,54+2,54+2,54+2,53,53,53,53,53,53+2,53+2,53+2,56+2,57+2,57+2,57+2,56+2,65+2,67+2,67+2,67+2,65+2,67+2,70+2,70+2,70+2,67+2,18+2,https://cdn.sofifa.net/players/235/755/23_120.png,CB, LB,2.3
147892,236650,2022-09-26 00:00:00,2022.0,True,/player/236650/jacob-brown/230002,"ST, RM, RWB",70,75,2400000.0,15000.0,24,184,72,14.0,2.0,1806.0,SUB,9.0,,Right,3,3,1,High/High,Lean (170-185),4700000.0,,"Solid Player, Finesse Shot, Power Header",75.0,69.0,62.0,69.0,48.0,73.0,65,72,70,65,61,68,58,47,55,68,74,75,74,68,72,72,85,84,69,66,64,44,68,66,58,68.0,42,50,43,6,14,7,6,14,,70+2,70+2,70+2,69,69,69,69,69,68+2,68+2,68+2,68+2,64+2,64+2,64+2,68+2,61+2,58+2,58+2,58+2,61+2,59+2,56+2,56+2,56+2,59+2,16+2,https://cdn.sofifa.net/players/236/650/23_120.png,ST, RM,2.4
147955,240097,2022-09-26 00:00:00,2022.0,True,/player/240097/flynn-downes/230002,"CDM, CM",70,76,2300000.0,25000.0,23,177,70,13.0,1.0,19.0,SUB,12.0,,Right,3,2,1,Medium/High,Lean (170-185),4800000.0,,Dives Into Tackles (AI),66.0,53.0,67.0,68.0,66.0,72.0,61,52,58,73,32,67,49,55,70,68,67,66,75,64,77,59,65,77,69,55,76,65,56,69,48,67.0,68,68,67,13,12,14,11,6,,60+2,60+2,60+2,64,63,63,63,64,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,68+2,69+2,69+2,69+2,68+2,67+2,67+2,67+2,67+2,67+2,17+2,https://cdn.sofifa.net/players/240/097/23_120.png,CDM, CM,2.3
147964,240697,2022-09-26 00:00:00,2022.0,True,/player/240697/shandon-baptiste/230002,"CM, CDM",70,76,2500000.0,21000.0,24,175,67,13.0,1.0,1925.0,SUB,26.0,,Right,4,3,1,Medium/Medium,Normal (170-185),5300000.0,,"Injury Prone, Technical Dribbler (AI)",73.0,58.0,67.0,75.0,68.0,69.0,65,56,61,72,58,77,51,41,66,74,76,71,72,70,79,60,65,68,69,60,70,70,69,71,41,74.0,70,68,66,5,13,10,15,14,,66+2,66+2,66+2,70,69,69,69,70,71+2,71+2,71+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,70+2,70+2,69+2,68+2,68+2,68+2,69+2,18+2,https://cdn.sofifa.net/players/240/697/23_120.png,CM, CDM,2.5
147966,240783,2022-09-26 00:00:00,2022.0,True,/player/240783/tyrese-campbell/230002,"ST, RM, RW",70,76,2600000.0,15000.0,22,183,75,14.0,2.0,1806.0,RS,10.0,,Left,4,3,1,High/Medium,Normal (170-185),5500000.0,,"Finesse Shot, Technical Dribbler (AI)",82.0,69.0,60.0,70.0,33.0,67.0,59,72,63,66,64,71,56,54,46,69,84,80,69,69,67,67,73,59,74,65,58,28,67,61,73,65.0,31,31,24,6,13,13,12,14,,70+2,70+2,70+2,69,69,69,69,69,68+2,68+2,68+2,67+2,60+2,60+2,60+2,67+2,52+2,49+2,49+2,49+2,52+2,50+2,47+2,47+2,47+2,50+2,18+2,https://cdn.sofifa.net/players/240/783/23_120.png,ST, RM,2.6
147971,241236,2022-09-26 00:00:00,2022.0,True,/player/241236/antoine-semenyo/230002,"ST, RW, RM",70,79,3600000.0,18000.0,22,180,70,14.0,2.0,1919.0,SUB,11.0,,Right,4,3,1,High/Medium,Normal (170-185),7600000.0,,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",85.0,68.0,58.0,71.0,22.0,74.0,62,68,63,64,56,72,49,39,39,69,81,88,75,68,68,77,69,71,80,64,62,14,68,65,51,62.0,20,19,11,10,11,14,15,7,,70+2,70+2,70+2,70,70,70,70,70,68+2,68+2,68+2,68+2,58+2,58+2,58+2,68+2,49+2,44+2,44+2,44+2,49+2,46+2,41+2,41+2,41+2,46+2,17+2,https://cdn.sofifa.net/players/241/236/23_120.png,ST, RW,3.6
147989,242265,2022-09-26 00:00:00,2022.0,True,/player/242265/michael-obafemi/230002,ST,70,77,3300000.0,13000.0,21,169,71,14.0,2.0,1960.0,ST,9.0,,Right,3,2,1,High/Medium,Stocky (170-),6900000.0,,"Injury Prone, Speed Dribbler (AI)",81.0,69.0,56.0,71.0,23.0,64.0,50,72,64,64,63,69,58,41,44,68,85,78,82,70,89,71,69,61,66,61,60,13,69,61,67,66.0,18,23,15,11,11,13,12,9,,70+2,70+2,70+2,68,69,69,69,68,67+2,67+2,67+2,66+2,58+2,58+2,58+2,66+2,47+2,44+2,44+2,44+2,47+2,44+2,40+2,40+2,40+2,44+2,17+2,https://cdn.sofifa.net/players/242/265/23_120.png,ST,,3.3
148007,243585,2022-09-26 00:00:00,2022.0,True,/player/243585/gavin-bazunu/230002,GK,70,85,3400000.0,13000.0,20,189,78,13.0,1.0,17.0,GK,31.0,,Right,2,1,1,Medium/Medium,Lean (185+),8600000.0,,"Long Passer (AI), GK Long Throw, Rushes Out Of Goal, Saves with Feet",,,,,,,11,5,11,45,7,12,14,12,51,20,49,43,54,65,42,54,79,16,50,5,16,9,8,60,15,38.0,16,12,11,70,68,72,67,72,47.0,26+2,26+2,26+2,27,29,29,29,27,33+2,33+2,33+2,30+2,34+2,34+2,34+2,30+2,24+2,29+2,29+2,29+2,24+2,23+2,23+2,23+2,23+2,23+2,69+2,https://cdn.sofifa.net/players/243/585/23_120.png,GK,,3.4
148008,243908,2022-09-26 00:00:00,2022.0,True,/player/243908/daniel-ballard/230002,CB,70,81,3300000.0,8000.0,22,187,85,14.0,2.0,106.0,SUB,5.0,,Right,3,2,1,Medium/High,Normal (185+),6800000.0,,,52.0,30.0,49.0,50.0,71.0,73.0,31,25,70,60,31,43,28,30,63,59,48,55,44,68,48,44,71,58,80,26,73,70,36,49,37,57.0,70,72,70,13,7,7,8,7,,48+2,48+2,48+2,46,48,48,48,46,49+2,49+2,49+2,49+2,56+2,56+2,56+2,49+2,59+2,66+2,66+2,66+2,59+2,62+2,70+2,70+2,70+2,62+2,15+2,https://cdn.sofifa.net/players/243/908/23_120.png,CB,,3.3
148017,244319,2022-09-26 00:00:00,2022.0,True,/player/244319/ross-stewart/230002,ST,70,73,2100000.0,11000.0,25,193,81,14.0,2.0,106.0,RS,14.0,,Right,3,2,1,High/Medium,Lean (185+),4000000.0,,"Solid Player, Power Header",75.0,69.0,57.0,63.0,30.0,76.0,44,73,74,63,60,63,61,51,54,67,77,73,55,67,48,68,55,89,77,64,64,23,71,60,67,61.0,26,24,27,11,13,14,12,7,,70+2,70+2,70+2,65,68,68,68,65,65+2,65+2,65+2,65+2,61+2,61+2,61+2,65+2,51+2,49+2,49+2,49+2,51+2,49+2,45+2,45+2,45+2,49+2,17+2,https://cdn.sofifa.net/players/244/319/23_120.png,ST,,2.1
148050,246155,2022-09-26 00:00:00,2022.0,True,/player/246155/sam-mccallum/230002,"LB, LWB",70,80,3400000.0,15000.0,21,183,73,14.0,2.0,1792.0,RES,15.0,,Left,4,3,1,Medium/High,Lean (170-185),7100000.0,,Long Throw-in,80.0,56.0,63.0,67.0,65.0,68.0,67,52,62,65,51,69,65,63,62,67,80,80,65,65,59,61,75,70,67,62,67,66,59,57,45,60.0,63,68,64,9,12,15,12,11,,63+2,63+2,63+2,66,64,64,64,66,64+2,64+2,64+2,66+2,64+2,64+2,64+2,66+2,68+2,65+2,65+2,65+2,68+2,68+2,66+2,66+2,66+2,68+2,17+2,https://cdn.sofifa.net/players/246/155/23_120.png,LB, LWB,3.4
148051,246159,2022-09-26 00:00:00,2022.0,True,/player/246159/ethan-laird/230002,"RB, RWB",70,82,3700000.0,31000.0,20,177,66,14.0,2.0,15.0,RB,27.0,Manchester United,Right,3,3,1,High/Medium,Lean (170-185),,,"Early Crosser, Speed Dribbler (AI)",83.0,54.0,64.0,73.0,64.0,69.0,69,54,63,68,31,74,61,32,57,71,84,82,78,67,70,63,76,62,71,53,72,60,60,65,35,69.0,63,68,65,9,12,10,5,15,,64+2,64+2,64+2,69,67,67,67,69,67+2,67+2,67+2,69+2,65+2,65+2,65+2,69+2,68+2,65+2,65+2,65+2,68+2,68+2,67+2,67+2,67+2,68+2,16+2,https://cdn.sofifa.net/players/246/159/23_120.png,RB, RWB,3.7
148057,246679,2022-09-26 00:00:00,2022.0,True,/player/246679/giulian-biancone/230002,"CB, RWB, LWB",70,78,3300000.0,23000.0,22,187,79,13.0,1.0,14.0,SUB,2.0,,Right,4,3,1,High/Medium,Normal (185+),6900000.0,,Early Crosser,68.0,45.0,62.0,66.0,69.0,75.0,70,29,68,67,35,66,66,44,58,70,64,72,54,66,56,62,67,75,78,59,70,65,62,51,48,66.0,68,72,71,8,14,11,8,9,,59+2,59+2,59+2,62,61,61,61,62,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,69+2,67+2,67+2,67+2,69+2,69+2,70+2,70+2,70+2,69+2,16+2,https://cdn.sofifa.net/players/246/679/23_120.png,CB, RWB,3.3
148067,247279,2022-09-26 00:00:00,2022.0,True,/player/247279/lyndon-dykes/230002,ST,70,72,2000000.0,20000.0,26,188,84,14.0,2.0,15.0,ST,9.0,,Right,3,2,1,High/Medium,Normal (185+),4000000.0,,Long Throw-in,67.0,69.0,51.0,66.0,29.0,81.0,34,70,78,60,67,64,47,39,52,69,65,68,62,70,66,73,79,76,83,60,81,18,72,54,74,64.0,24,27,23,10,5,9,11,10,,70+2,70+2,70+2,63,67,67,67,63,64+2,64+2,64+2,62+2,59+2,59+2,59+2,62+2,47+2,49+2,49+2,49+2,47+2,45+2,47+2,47+2,47+2,45+2,16+2,https://cdn.sofifa.net/players/247/279/23_120.png,ST,,2.0
148072,247623,2022-09-26 00:00:00,2022.0,True,/player/247623/jeremy-ngakia/230002,"RB, RWB",70,81,3400000.0,15000.0,21,178,73,14.0,2.0,1795.0,SUB,2.0,,Right,2,2,1,High/Medium,Lean (170-185),7100000.0,,,73.0,28.0,53.0,66.0,68.0,63.0,60,26,58,66,29,68,44,25,53,66,74,73,63,68,73,24,68,68,60,28,63,67,47,32,37,54.0,67,74,69,13,14,9,13,14,,50+2,50+2,50+2,58,54,54,54,58,55+2,55+2,55+2,60+2,57+2,57+2,57+2,60+2,68+2,65+2,65+2,65+2,68+2,68+2,67+2,67+2,67+2,68+2,19+2,https://cdn.sofifa.net/players/247/623/23_120.png,RB, RWB,3.4
148082,248465,2022-09-26 00:00:00,2022.0,True,/player/248465/ian-maatsen/230002,"LB, LWB",70,82,3700000.0,29000.0,20,168,57,14.0,2.0,1796.0,LB,29.0,Chelsea,Left,4,2,1,High/Medium,Lean (170-),,,"Dives Into Tackles (AI), Speed Dribbler (AI)",82.0,52.0,62.0,70.0,64.0,61.0,67,49,55,64,46,70,60,55,58,68,83,82,81,64,80,56,69,70,51,54,74,62,64,60,45,61.0,63,70,66,9,10,12,15,9,,61+2,61+2,61+2,67,64,64,64,67,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,68+2,64+2,64+2,64+2,68+2,68+2,64+2,64+2,64+2,68+2,17+2,https://cdn.sofifa.net/players/248/465/23_120.png,LB, LWB,3.7
148083,248687,2022-09-26 00:00:00,2022.0,True,/player/248687/ben-cabango/230002,CB,70,80,3300000.0,13000.0,22,188,81,14.0,2.0,1960.0,LCB,5.0,,Right,2,2,1,Medium/Medium,Normal (185+),6900000.0,,,64.0,28.0,42.0,48.0,71.0,73.0,31,24,68,60,26,38,29,25,39,56,60,67,45,71,57,36,77,63,79,26,70,72,27,29,38,55.0,68,73,70,8,11,7,9,9,,46+2,46+2,46+2,44,45,45,45,44,45+2,45+2,45+2,47+2,49+2,49+2,49+2,47+2,61+2,63+2,63+2,63+2,61+2,64+2,70+2,70+2,70+2,64+2,16+2,https://cdn.sofifa.net/players/248/687/23_120.png,CB,,3.3
148103,251545,2022-09-26 00:00:00,2022.0,True,/player/251545/darko-churlinov/230002,"RM, ST, RWB",70,79,3600000.0,17000.0,21,180,73,14.0,2.0,1796.0,SUB,27.0,,Right,3,3,1,Medium/Medium,Lean (170-185),7600000.0,,"Finesse Shot, Speed Dribbler (AI)",86.0,67.0,62.0,73.0,51.0,55.0,60,68,57,63,62,73,73,60,54,71,85,86,83,69,78,67,34,66,47,65,65,48,68,65,64,67.0,45,56,50,13,7,7,14,11,,68+2,68+2,68+2,71,70,70,70,71,69+2,69+2,69+2,69+2,64+2,64+2,64+2,69+2,62+2,58+2,58+2,58+2,62+2,61+2,54+2,54+2,54+2,61+2,17+2,https://cdn.sofifa.net/players/251/545/23_120.png,RM, ST,3.6
148108,252001,2022-09-26 00:00:00,2022.0,True,/player/252001/jonathan-panzo/230002,"CB, LB, LWB",70,77,3000000.0,20000.0,21,185,72,14.0,2.0,1800.0,LCB,2.0,Nottingham Forest,Left,3,2,1,Medium/High,Lean (185+),,,,68.0,42.0,62.0,62.0,70.0,72.0,63,35,68,66,33,61,53,33,65,66,64,72,57,69,65,61,77,64,76,39,69,70,41,59,43,51.0,68,72,69,9,10,6,12,8,,56+2,56+2,56+2,58,57,57,57,58,59+2,59+2,59+2,61+2,62+2,62+2,62+2,61+2,67+2,68+2,68+2,68+2,67+2,68+2,70+2,70+2,70+2,68+2,16+2,https://cdn.sofifa.net/players/252/001/23_120.png,CB, LB,3.0
148118,252793,2022-09-26 00:00:00,2022.0,True,/player/252793/taylor-harwood-bellis/230002,CB,70,82,3600000.0,33000.0,20,188,73,14.0,2.0,1796.0,RCB,5.0,Manchester City,Right,3,2,1,High/Medium,Normal (185+),,,Long Throw-in,66.0,36.0,57.0,59.0,70.0,70.0,41,29,72,71,33,54,44,34,70,64,63,68,58,65,61,59,77,70,71,28,64,70,36,49,43,62.0,71,70,69,9,5,10,13,14,,53+2,53+2,53+2,53,53,53,53,53,55+2,55+2,55+2,56+2,61+2,61+2,61+2,56+2,65+2,68+2,68+2,68+2,65+2,66+2,70+2,70+2,70+2,66+2,16+2,https://cdn.sofifa.net/players/252/793/23_120.png,CB,,3.6
148128,253283,2022-09-26 00:00:00,2022.0,True,/player/253283/facundo-pellistri/230002,RM,70,82,3800000.0,35000.0,20,175,65,13.0,1.0,11.0,RES,28.0,,Right,3,3,1,High/Medium,Lean (170-185),8000000.0,,"Speed Dribbler (AI), Technical Dribbler (AI)",82.0,64.0,64.0,73.0,32.0,60.0,66,63,50,67,56,73,61,62,58,71,85,80,84,64,84,68,73,72,60,61,42,31,65,63,66,65.0,35,27,24,9,12,7,8,7,,66+2,66+2,66+2,70,68,68,68,70,68+2,68+2,68+2,69+2,62+2,62+2,62+2,69+2,55+2,50+2,50+2,50+2,55+2,51+2,43+2,43+2,43+2,51+2,15+2,https://cdn.sofifa.net/players/253/283/23_120.png,RM,,3.8
148155,256079,2022-09-26 00:00:00,2022.0,True,/player/256079/moises-caicedo/230002,"CM, CDM",70,82,3800000.0,23000.0,20,178,71,13.0,1.0,1808.0,LCM,25.0,,Right,3,3,1,High/High,Normal (170-185),8000000.0,,,73.0,61.0,66.0,69.0,71.0,69.0,52,57,52,75,52,67,51,54,68,71,75,71,70,63,76,65,78,79,62,68,71,74,65,68,54,72.0,73,74,72,15,6,13,9,13,,64+2,64+2,64+2,66,67,67,67,66,68+2,68+2,68+2,67+2,70+2,70+2,70+2,67+2,70+2,72+2,72+2,72+2,70+2,70+2,69+2,69+2,69+2,70+2,17+2,https://cdn.sofifa.net/players/256/079/23_120.png,CM, CDM,3.8
148162,257063,2022-09-26 00:00:00,2022.0,True,/player/257063/tyrhys-dolan/230002,"RW, ST",70,81,3500000.0,19000.0,20,164,63,14.0,2.0,3.0,SUB,10.0,,Right,3,4,1,High/Medium,Lean (170-),7400000.0,#Acrobat,"Flair, Technical Dribbler (AI)",82.0,60.0,63.0,74.0,42.0,50.0,67,62,47,65,55,74,63,42,58,70,85,79,92,63,90,60,70,68,38,57,54,45,65,65,45,62.0,40,42,38,5,9,6,6,5,,63+2,63+2,63+2,70,67,67,67,70,68+2,68+2,68+2,69+2,63+2,63+2,63+2,69+2,59+2,54+2,54+2,54+2,59+2,56+2,48+2,48+2,48+2,56+2,12+2,https://cdn.sofifa.net/players/257/063/23_120.png,RW, ST,3.5
148174,258626,2022-09-26 00:00:00,2022.0,True,/player/258626/danel-sinani/230002,"RM, CAM",70,73,2100000.0,22000.0,25,185,73,14.0,2.0,1792.0,SUB,21.0,,Left,3,3,1,High/Medium,Normal (185+),4100000.0,,Long Shot Taker (AI),67.0,68.0,70.0,69.0,41.0,68.0,69,67,38,71,65,69,68,68,68,70,63,70,68,67,69,72,65,64,72,70,63,44,69,70,64,66.0,38,43,42,10,14,8,10,12,,66+2,66+2,66+2,69,68,68,68,69,69+2,69+2,69+2,69+2,66+2,66+2,66+2,69+2,58+2,58+2,58+2,58+2,58+2,55+2,51+2,51+2,51+2,55+2,17+2,https://cdn.sofifa.net/players/258/626/23_120.png,RM, CAM,2.1
148176,258930,2022-09-26 00:00:00,2022.0,True,/player/258930/cameron-archer/230002,"ST, RW",70,79,3500000.0,30000.0,20,181,72,13.0,1.0,2.0,RES,35.0,,Right,4,2,1,High/Low,Normal (170-185),7400000.0,,Finesse Shot,77.0,69.0,53.0,71.0,25.0,64.0,44,72,63,61,62,69,56,47,46,71,78,77,76,68,81,71,69,61,70,64,53,22,70,55,58,68.0,22,18,21,5,6,12,6,14,,70+2,70+2,70+2,67,68,68,68,67,66+2,66+2,66+2,65+2,58+2,58+2,58+2,65+2,47+2,45+2,45+2,45+2,47+2,45+2,41+2,41+2,41+2,45+2,15+2,https://cdn.sofifa.net/players/258/930/23_120.png,ST, RW,3.5
148188,259634,2022-09-26 00:00:00,2022.0,True,/player/259634/jordan-zemura/230002,"LB, LWB",70,77,3100000.0,19000.0,22,173,75,13.0,1.0,1943.0,LB,33.0,,Left,3,2,1,High/Medium,Normal (170-185),6800000.0,,Speed Dribbler (AI),82.0,39.0,59.0,67.0,63.0,61.0,62,41,44,67,26,66,56,29,52,66,83,82,70,68,72,42,64,76,55,31,58,66,55,55,42,60.0,65,66,65,11,10,13,8,8,,55+2,55+2,55+2,63,60,60,60,63,61+2,61+2,61+2,65+2,61+2,61+2,61+2,65+2,68+2,64+2,64+2,64+2,68+2,68+2,62+2,62+2,62+2,68+2,16+2,https://cdn.sofifa.net/players/259/634/23_120.png,LB, LWB,3.1
148204,261188,2022-09-26 00:00:00,2022.0,True,/player/261188/iliman-ndiaye/230002,"CAM, ST",70,80,3600000.0,14000.0,22,180,70,14.0,2.0,1794.0,LS,29.0,,Right,3,4,1,Medium/High,Lean (170-185),7600000.0,,"Flair, Playmaker (AI), Technical Dribbler (AI)",80.0,65.0,61.0,75.0,33.0,56.0,52,70,41,65,53,77,68,55,58,75,79,80,77,67,74,67,46,63,64,59,31,34,66,66,48,62.0,37,28,22,7,9,7,15,8,,67+2,67+2,67+2,70,70,70,70,70,70+2,70+2,70+2,69+2,63+2,63+2,63+2,69+2,53+2,50+2,50+2,50+2,53+2,49+2,42+2,42+2,42+2,49+2,16+2,https://cdn.sofifa.net/players/261/188/23_120.png,CAM, ST,3.6
